house_name,is_available,deposit,max_price,min_price,currency,price_duration,district,locality,route,postal_code,street_number,total_features,features,max_area,min_area,area_unit,owner_emails,owner_phones,url
"Urban Hub, Preston",False,99,200,136,pound,weekly,Lancashire,Preston,Moor Lane,PR1 1JQ,None,4,gym/laundry_facility/cinema/not_available,45,17,sqft,salesenquiries@prestigestudentliving.com/urbanhub@prestigestudentliving.com,+44 0371 705 1618,https://amberstudent.com/places/urban-hub-preston-2112030395230
"New Century Place, Reading ",True,None,270,207,pound,weekly,Berkshire,Reading,East Street,RG1 4ET,None,4,Gym/study_area/wifi/bills_included,28,25,sqft,salesenquiries@prestigestudentliving.com/newcenturyplace@prestigestudentliving.com,tel:+440333 355 9356/+4401183246989,https://amberstudent.com/places/new-century-place-reading-1901282312986
"Crown House, Reading",False,99,253,169,pound,weekly,Berkshire,Reading,Crown Street,RG1 2SE,10,4,Bike Storage/laundry_facility/game_room/not_available,23,18,sqft,salesenquiries@wearehomesforstudents.com,+44 0371 705 1266,https://amberstudent.com/places/crown-house-reading-1902155756786
"Queens Court, Reading",False,88,320,175,pound,weekly,Berkshire,Reading,Queens Walk,RG1 7QF,15,4,No Visa/University No Pay/Flexible Tenancy/bills_included/not_available,None,None,sqft,queenscourt@apartostudent.com,+4401183722140,https://amberstudent.com/places/queens-court-reading-1904168071061
"Central Studios, Reading",False,150,218,180,pound,weekly,Berkshire,Reading,Greyfriars Road,RG1 1NG,4,4,study_area/bills_included/game_room/not_available,26,18,sqft,CentralStudios@crm-students.com,+44 0118 402 1233,https://amberstudent.com/places/central-studios-reading-1608303391312
"79 Silver Street, Reading",False,None,331,250,pound,weekly,Berkshire,Reading,Silver Street,RG1 2SU,79,4,study_area/gym/bills_included/not_available,None,None,sqft,salesenquiries@prestigestudentliving.com/79silverstreet@prestigestudentliving.com,+443717053238/+4401183247279,https://amberstudent.com/places/79-silver-street-reading-1912103474918
London House,False,200,170,136,pound,weekly,Buckinghamshire,High Wycombe,London Road,HP11 1BN,85,4,Bike Storage/Parking/Washing room/not_available,None,None,sqft,letting@icon2live.com,+44 20 3242 0595,https://amberstudent.com/places/london-house-2108127938765
"Alexandra House, High Wycombe",False,99,159,151,pound,weekly,Buckinghamshire,High Wycombe,Queen Alexandra Road,HP11 2GZ,None,4,Laundry Room/Central Heating/Parking/not_available,25,20,sqft,salesenquiries@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 344 2829/+4407597012422,https://amberstudent.com/places/alexandra-house-high-wycombe-1904202460392
True Manchester - Salford,False,None,273,177,pound,weekly,Greater Manchester,Salford,King William Street,M50 3BG,2,4,Sky Lounges/Flexible Check In/bills_included/not_available,27,17,sqft,salford@truestudent.com,+441613595775,https://amberstudent.com/places/true-manchester-salford-1912078899665
"Artisan Heights, Manchester",False,250,286,134,pound,weekly,Greater Manchester,Manchester,New Wakefield Street,M1 5AA,3,3,laundry_facility/Vending machine/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/artisan-heights-manchester-2002243858684
"New Medlock House, Manchester",False,250,190,142,pound,weekly,Greater Manchester,Manchester,Chester Street,M15 6JX,None,4,Bike Storage/COVID-19 Cancellation Policy/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/new-medlock-house-manchester-1808130542856
"Parkway Gate, Manchester",False,250,270,159,pound,weekly,Greater Manchester,Manchester,Chester Street,M15,50,4,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/parkway-gate-manchester-1808131715500
"Manchester City, Manchester",False,None,455,165,pound,weekly,Greater Manchester,Manchester,Princess Street,M1 4JY,36,4,laundry_facility/gym/bills_included/not_available,30,24,sqft,info@iconinc.co.uk,44 (0)330 111 5200/+4401612362121,https://amberstudent.com/places/manchester-city-manchester-2007318515993
Clydesdale House,False,250,209,169,pound,weekly,Greater Manchester,Manchester,Turner Street,M4 1DG,27,4,laundry_facility/Bike Storage/bills_included/not_available,None,None,sqft,enquiries@almerostudent.com,+44 0800 008 6525/+44 07511404193,https://amberstudent.com/places/clydesdale-house-2010068568665
"Manchester Corn Exchange, Manchester",False,None,445,205,pound,weekly,Greater Manchester,Manchester,Exchange Square,None,None,4,laundry_facility/gym/bills_included/not_available,None,None,sqft,info@iconinc.co.uk,+44 01134675432,https://amberstudent.com/places/manchester-corn-exchange-manchester-2007313820155
Cavendish Place,False,300,250,175,pound,weekly,Greater Manchester,Manchester,Wilmott Street,M15 6AS,20,4,laundry_facility/Secure bicycle parking/Outdoor garden space/not_available,None,None,sqft,cavendish@host-students.com,+44 (0)161 226 1008,https://amberstudent.com/places/cavendish-place-2012040138126
Moss Court,False,100,130,102,pound,weekly,Greater Manchester,Manchester,Moss Lane East,M14 4PQ,422,3,bills_included/laundry_facility/not_available,14,7,sqft,manchester@alliedstudents.net,+44 01615182810,https://amberstudent.com/places/moss-court-2002051724372
"Bridgewater Heights, Manchester",False,250,299,199,pound,weekly,Greater Manchester,Manchester,Great Marlborough Street,M1,None,4,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included/not_available,30,11,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/bridgewater-heights-manchester-2002145605325
City Edge,False,100,145,137,pound,weekly,Greater Manchester,Manchester,Ardwick Green South,M13 9XE,30,4,Laundry Room/bills_included/Flexible Tenancy/not_available,None,None,sqft,info@myaccommodation.online,+44 01615182810,https://amberstudent.com/places/city-edge-2002056940227
"Mill Point, Manchester",False,250,182,158,pound,weekly,Greater Manchester,Manchester,Berry Street,M1 2AR,29,4,Car Parking/Flexible Tenancy/bills_included/not_available,17,14,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/mill-point-manchester-2002142172845
"Sir Charles Groves Hall, Manchester",False,250,273,176,pound,weekly,Greater Manchester,Manchester,Booth Street West,M15 6PF,None,4,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included/not_available,32,14,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/sir-charles-groves-hall-manchester-2002142435086
"Piccadilly Point, Manchester",False,250,252,170,pound,weekly,Greater Manchester,Manchester,Berry Street,M1 2AD,23,4,24/7 Security/Flexible Tenancy/bills_included/not_available,27,12,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/piccadilly-point-manchester-1808135757042
"Vita Student First Street, Manchester",False,None,397,245,pound,weekly,Greater Manchester,Manchester,Jack Rosenthal Street,M15 4RB,13,4,complimentary breakfast/free personal training and gym/free bikes/not_available,None,None,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-first-street-manchester-1803316763602
"Kincardine Court, Manchester",False,250,205,159,pound,weekly,Greater Manchester,Manchester,Kincardine Road,None,None,4,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included/not_available,12,11,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/kincardine-court-manchester-1808137208545
"Q3 Apartments, Manchester",False,100,None,None,pound,weekly,Greater Manchester,Manchester,Hyde Grove,M13,None,4,bills_included/CCTV/Surveillance/launderette/not_available,None,None,sqft,bookings@studentfm.co.uk,+44333 444 1122,https://amberstudent.com/places/q3-apartments-manchester-1803079394459
"MSV South, Manchester",False,200,200,160,pound,weekly,Greater Manchester,Manchester,Great Western Street,M14 4AH,357a,4,Bike Storage/Car Parking/bills_included/not_available,None,None,sqft,salesenquiries@dwellstudent.co.uk,+440161 200 5560,https://amberstudent.com/places/msv-south-manchester-1802136140893
77 Davenport Avenue ,False,250,None,None,pound,weekly,Greater Manchester,Manchester,Davenport Avenue,M20 3FS,77,4,laundry_facility/Security/TV/not_available,None,None,sqft,enquiries@almerostudent.com,+440800 008 6525/+44 07511404193,https://amberstudent.com/places/77-davenport-avenue-2010063337881
"Vita Student Circle Square, Manchester",False,None,641,308,pound,weekly,Greater Manchester,Manchester,Nobel Way,M1 7FA,8,4,complimentary breakfast/free personal training and gym/free bikes/not_available,40,16,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-circle-square-manchester-1608300741843
10 Holocobe Road ,False,350,None,None,pound,weekly,Greater Manchester,Manchester,Holcombe Road,M14 6QX,10,3,laundry_facility/not_available/Security,None,None,sqft,enquiries@almerostudent.com,+44 0800 008 6525/+44 07511404193,https://amberstudent.com/places/10-holocobe-road-2010066641410
8 Holcombe Road,False,350,None,None,pound,weekly,Greater Manchester,Manchester,Holcombe Road,M14 6QX,8,3,laundry_facilitySecurity/TV/not_available,None,None,sqft,enquiries@almerostudent.com,+44 0800 008 6525/+44 07511404193,https://amberstudent.com/places/8-holcombe-road-2010063233031
Central Place,True,250,195,89,pound,weekly,South Yorkshire,Sheffield,Edward Street,S3,None,3,Contents Insurance/Onsite Laundry Facilities/COVID-19 Cancellation Policy,None,None,sqft,central.place@studentroost.co.uk,+44 114 349 0710,https://amberstudent.com/places/central-place-2003111791844
"Nebula, Sheffield ",True,None,195,105,pound,weekly,South Yorkshire,Sheffield,Egerton Street,S1 4JX,None,3,laundry_facility/Bike Storage/bills_included,40,13,sqft,bookings@cloudstudenthomes.co.uk,+44 0330 053 5701/+4401145517134,https://amberstudent.com/places/nebula-sheffield-2105128997701
"Sheffield 3, Sheffield",True,250,165,99,pound,weekly,South Yorkshire,Sheffield,Hoyle Street,S3,80,4,COVID-19 Cancellation Policy/laundry_facility/best_value/game_room,20,12,sqft,sheffield.3@studentroost.co.uk,+44 114 276 8411,https://amberstudent.com/places/sheffield-3-sheffield-1608308958989
"IQ Brocco, Sheffield",True,100,139,99,pound,weekly,South Yorkshire,Sheffield,Edward Street,S3 7GB,34,3,laundry_facility/Onsite cycle storage/bills_included,13,12,sqft,alannah.cairns@iqstudent.com/brocco@iqstudentaccommodation.com,+4401142 757955/+440114 299 1589,https://amberstudent.com/places/iq-brocco-sheffield-1811299144584
"Archways, Sheffield",True,250,112,91,pound,weekly,South Yorkshire,Sheffield,Leadmill Road,S1 4SG,18,3,laundry_facility/bills_included/Common area,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/archways-sheffield-1710174354075
"Truro, Sheffield",True,50,209,68,pound,weekly,South Yorkshire,Sheffield,Matilda Street,S1 4QG,135,3,study_area/bills_included/social_area,None,None,sqft,TruroSheffield@thisisfresh.com,+441145539731,https://amberstudent.com/places/truro-sheffield-1912141598730
"Aspect 3 Apartments, Sheffield",True,150,170,75,pound,weekly,South Yorkshire,Sheffield,Edward Street,S3 7GE,None,3,laundry_facility/bills_included/Safety and Security,29,16,sqft,bookings@studentfm.co.uk,+44333 444 1122,https://amberstudent.com/places/aspect-3-apartments-sheffield-1803071860318
"IQ Steel, Sheffield",True,125,192,122,pound,weekly,South Yorkshire,Sheffield,Pitt Street,S1 4DQ,19,3,Free Contents Insurance/laundry_facility/study_area,25,9,sqft,steel@iqstudentaccommodation.com,+44  0114 275 7955,https://amberstudent.com/places/iq-steel-sheffield-1811302006056
"Leadmill Point, Sheffield",True,250,129,79,pound,weekly,South Yorkshire,Sheffield,Leadmill Road,S1 4SD,26,3,laundry_facility/bills_included/Bike storage,None,None,sqft,InternationalBooking2@unitestudents.com,+44 0300 303 8642/+44 01142795774,https://amberstudent.com/places/leadmill-point-sheffield-1710177431178
Bramall Court,True,250,107,88,pound,weekly,South Yorkshire,Sheffield,Alderson Road North,S2 4UF,None,4,laundry_facility/Bike Storage/bills_included/games_area,None,None,sqft,bramallcourt@yugo.com,+44 (0)114 2134600,https://amberstudent.com/places/bramall-court-2102105232502
"Central Quay, Sheffield",True,100,149,92,pound,weekly,South Yorkshire,Sheffield,Alma Street,S3 8RA,33,4,study_area/gym/game_room/bills_included,25,12,sqft,centralquay@capitolstudents.com,+44 03303 410626,https://amberstudent.com/places/central-quay-sheffield-1710179261535
"Bailey Street, Sheffield",True,100,179,94,pound,weekly,South Yorkshire,Sheffield,Bailey Street,S1,None,4,Free On-Site Gym/Laundry Room/COVID-19 Cancellation Policy/bills_included,19,12,sqft,booking@uninn.com,+4402477454647,https://amberstudent.com/places/bailey-street-sheffield-1904154575309
"Electric Press, Sheffield",True,None,180,95,pound,weekly,South Yorkshire,Sheffield,Henry Street,S3 7JT,21,4,Brand new/cinema/game_room/study_area,27,12,sqft,ElectricPress@crm-students.com,+44 0844 310 5722,https://amberstudent.com/places/electric-press-sheffield-2204127522336
"Sheffield Star, Sheffield",True,None,162,97,pound,weekly,South Yorkshire,Sheffield,York Street,S1 2ER,None,4,On-site maintenance/Cinema room/laundry_facility/gym,35,14,sqft,SheffieldStar@crm-students.com/JMoss@crm-students.com,+44 0844 371 5694,https://amberstudent.com/places/sheffield-star-sheffield-2207216744264
"Westhill Hall, Sheffield",True,None,104,97,pound,weekly,South Yorkshire,Sheffield,Eldon Street,S1 4NJ,61,3,bills_included/laundry_facility/CCTV,16,12,sqft,Internationalbooking2@unitestudents.com,+44 203 9298 908/+440300 303 8642,https://amberstudent.com/places/westhill-hall-sheffield-2202211095247
"Devonshire Courtyard, Sheffield",True,99,140,98,pound,weekly,South Yorkshire,Sheffield,Wellington Street,S1 4HG,49,3,Bike Storage/game_room/study_area,None,None,sqft,salesenquiries@wearehomesforstudents.com,+44 0330 127 7407,https://amberstudent.com/places/devonshire-courtyard-sheffield-1711036315614
"Portobello Point, Sheffield",True,90,120,101,pound,weekly,South Yorkshire,Sheffield,Portobello Street,S1,None,3,On-site management/City centre location/laundry_facility,None,None,sqft,PortobelloPoint@crm-students.com,+44 07485312159,https://amberstudent.com/places/portobello-point-sheffield-1805094343500
The Albion,True,None,119,105,pound,weekly,South Yorkshire,Sheffield,Brook Drive,S3 7HN,4,2,Student Complex/On Street Parking,None,None,sqft,harry.dernie@sunrisestar.co.uk,+44 0114 278 7555,https://amberstudent.com/places/the-albion-2112249288864
"Rockingham House, Sheffield",True,50,159,108,pound,weekly,South Yorkshire,Sheffield,Newcastle Street,S1 3PD,None,3,laundry_facility/bills_included/Bike Storage,23,13,sqft,RockinghamHouse@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+44 01142 721 948,https://amberstudent.com/places/rockingham-house-sheffield-1608302650117
"Sugar Cube, Sheffield",True,200,380,110,pound,weekly,South Yorkshire,Sheffield,Fitzalan Square,S1 2AZ,14 - 18,3,Movie Nights/Maid And Laundry Services/games,200,125,sqft,stay@sugar-cube.co.uk/alex@kmugroup.com,+4407804934424,https://amberstudent.com/places/sugar-cube-sheffield-1903081835774
"The Anvil, Sheffield",True,250,165,113,pound,weekly,South Yorkshire,Sheffield,Clough Road,S2 4TB,109,3,Laundry Facilities/COVID-19 Cancellation Policy/bills_included,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/the-anvil-sheffield-1710174769575
"Exchange Works, Sheffield",True,250,160,114,pound,weekly,South Yorkshire,Sheffield,Arundel Street,S1 4RE,None,3,Laundry Facilities/Vending Machines/bills_included,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/exchange-works-sheffield-1710178778291
"Beton House, Sheffield ",True,None,190,115,pound,weekly,South Yorkshire,Sheffield,Rhodes Street,S2 5DT,None,3,study_area/laundry_facility/gym,22,11,sqft,salesenquiries@wearehomesforstudents.com/betonhouse@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+44 333 344 2829/+4401143035358,https://amberstudent.com/places/beton-house-sheffield-1911182232310
Capitol Sharman Court,True,100,254,115,pound,weekly,South Yorkshire,Sheffield,Broad Lane,S1 4FA,None,4,Cycle storage/Games area/Outdoor courtyard/bills_included,38,14,sqft,sharmancourt@capitolstudents.com,+44 0333 344 8620,https://amberstudent.com/places/capitol-sharman-court-2012028260369
"Solly House, Sheffield ",True,250,159,115,pound,weekly,South Yorkshire,Sheffield,Solly Street,S1 4BB,216-218,4,bills_included/safety and security/laundry_facility/best_value,None,None,sqft,central.place@studentroost.co.uk,44 114 349 0710,https://amberstudent.com/places/solly-house-sheffield-1805210621408
"Cornerhouse, Sheffield",True,250,195,119,pound,weekly,South Yorkshire,Sheffield,Edward Street,S3 7HX,36,4,laundry_facility/gym/study_area/bills_included,14,13,sqft,cornerhouse@studentroost.co.uk,+44114 3217530,https://amberstudent.com/places/cornerhouse-sheffield-1608303588696
